FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1496075|Perkins Point|Populated Place|VA|51|Bath|017|375742N|0795806W|37.9617913|-79.9683913|||||482|1581|Falling Spring|09/28/1979|
1496318|Tinkertown|Populated Place|VA|51|Bath|017|375629N|0795228W|37.9415148|-79.8744982|||||702|2303|Healing Springs|09/28/1979|
1496857|Copeland|Populated Place|VA|51|Bath|017|375317N|0794158W|37.8881841|-79.6994909|||||388|1273|Nimrod Hall|09/28/1979|
1496990|Little Mountain|Summit|VA|51|Bath|017|375832N|0794328W|37.9756829|-79.7244927|||||575|1886|Nimrod Hall|09/28/1979|
1497149|Short Mountain|Summit|VA|51|Bath|017|375613N|0793821W|37.9370727|-79.639212|||||744|2441|Nimrod Hall|09/28/1979|
1498835|Bath Alum Airport|Airport|VA|51|Bath|017|380309N|0794344W|38.05263|-79.72894|||||530|1739|Bath Alum|09/01/1992|04/13/2011
1498977|WXCF-FM (Clifton Forge)|Tower|VA|51|Bath|017|375412N|0795214W|37.9034596|-79.8706088|||||1185|3888|Healing Springs|07/01/1994|
1499071|Bacova|Populated Place|VA|51|Bath|017|380314N|0795037W|38.054014|-79.8436647|||||560|1837|Warm Springs|09/28/1979|
1499123|Berry Knob|Summit|VA|51|Bath|017|380947N|0794638W|38.1631801|-79.777274|||||804|2638|Sunrise|09/28/1979|
1499310|Crowdertown|Populated Place|VA|51|Bath|017|380033N|0795103W|38.0092923|-79.8508869|||||599|1965|Warm Springs|09/28/1979|
1499436|Fort Lewis|Populated Place|VA|51|Bath|017|380737N|0793711W|38.1270703|-79.6197688|||||501|1644|Williamsville|09/28/1979|
1499669|Little Brushy Mountain|Summit|VA|51|Bath|017|380003N|0794728W|38.0009597|-79.7911621|||||1049|3442|Warm Springs|09/28/1979|
1499753|Mitchelltown|Populated Place|VA|51|Bath|017|380046N|0794841W|38.0129038|-79.8114409|||||745|2444|Warm Springs|09/28/1979|
1499978|Rock Hill|Summit|VA|51|Bath|017|380938N|0793430W|38.1606813|-79.5750455|||||600|1968|Williamsville|09/28/1979|
1500068|Little Mountain|Summit|VA|51|Bath|017|380723N|0794725W|38.1231805|-79.7903298|||||794|2605|Warm Springs|09/28/1979|
1500221|Thomastown|Populated Place|VA|51|Bath|017|380029N|0795026W|38.0081813|-79.8406086|||||640|2100|Warm Springs|09/28/1979|
1500312|White Rocks|Summit|VA|51|Bath|017|380506N|0794513W|38.0851257|-79.7536613|||||1087|3566|Warm Springs|09/28/1979|
1673634|Ashwood Elementary School|School|VA|51|Bath|017|375824N|0795107W|37.9734592|-79.8519976|||||755|2477|Healing Springs|11/13/1995|
1673636|Bacova School (historical)|School|VA|51|Bath|017|380318N|0795044W|38.0551251|-79.8456092|||||577|1893|Warm Springs|11/13/1995|
1673638|Bath County|Civil|VA|51|Bath|017|380400N|0794359W|38.0667928|-79.7331049|||||786|2579|Bath Alum|11/13/1995|
1673640|Bolar Methodist Church (historical)|Church|VA|51|Bath|017|381257N|0794039W|38.2159578|-79.677549|||||677|2221|Burnsville|11/13/1995|
1673642|Burnsville United Methodist Church|Church|VA|51|Bath|017|381038N|0793847W|38.1773473|-79.6464367|||||734|2408|Burnsville|11/13/1995|
1673644|Chimney Run|Populated Place|VA|51|Bath|017|380445N|0794700W|38.0792922|-79.7833847|||||692|2270|Warm Springs|11/13/1995|
1673646|Fayette County Hunting and Fishing Club|Locale|VA|51|Bath|017|380020N|0794254W|38.0056826|-79.7150484|||||440|1444|Bath Alum|11/13/1995|
1673648|Green Valley Cemetery|Cemetery|VA|51|Bath|017|380422N|0793510W|38.0729046|-79.5861563|||||489|1604|Green Valley|11/13/1995|
1673650|Hobby Horse Farm|Locale|VA|51|Bath|017|375619N|0795144W|37.9387372|-79.8622755|||||857|2812|Healing Springs|11/13/1995|
1673652|Millboro High School (historical)|School|VA|51|Bath|017|375843N|0793612W|37.978739|-79.6033782|||||527|1729|Millboro|11/13/1995|
1673654|Persimmon Pond (historical)|Lake|VA|51|Bath|017|380928N|0793652W|38.1579033|-79.6144911|||||608|1995|Williamsville|11/13/1995|
1673656|Shiloh|Populated Place|VA|51|Bath|017|380514N|0793902W|38.0873485|-79.6506027|||||454|1489|Bath Alum|11/13/1995|
1673658|Thomastown School (historical)|School|VA|51|Bath|017|380029N|0795126W|38.0081811|-79.857276|||||586|1923|Warm Springs|11/13/1995|
1673660|Wilderness School (historical)|School|VA|51|Bath|017|380841N|0792853W|38.1448487|-79.4814314|||||621|2037|Deerfield|11/13/1995|
1673662|Wilson School (historical)|School|VA|51|Bath|017|375954N|0793535W|37.998461|-79.5931003|||||538|1765|Millboro|11/13/1995|
1690042|Cowardin (historical)|Populated Place|VA|51|Bath|017|380243N|0795154W|38.0454028|-79.8650544|||||512|1680|Warm Springs|05/01/1996|03/02/2006
1690044|Fort Lewis (historical)|Populated Place|VA|51|Bath|017|380723N|0793629W|38.1231816|-79.6081017|||||455|1493|Green Valley|05/01/1996|
1690842|Hot Springs Post Office|Post Office|VA|51|Bath|017|375958N|0794953W|37.9995703|-79.8314416|||||683|2241|Healing Springs|05/01/1996|
1690844|Saint Luke Episcopal Church|Church|VA|51|Bath|017|375946N|0794955W|37.9962371|-79.8319971|||||698|2290|Healing Springs|05/01/1996|
1690846|The Pillars|Building|VA|51|Bath|017|375942N|0794948W|37.995126|-79.8300526|||||715|2346|Healing Springs|05/01/1996|
1927133|Cedar Creek District|Civil|VA|51|Bath|017|380102N|0795043W|38.0172204|-79.845329|||||647|2123|Warm Springs|07/18/2001|02/27/2009
1927546|Valley Springs District|Civil|VA|51|Bath|017|375643N|0795132W|37.9453174|-79.858818|||||831|2726|Healing Springs|07/18/2001|02/27/2009
1927571|Williamsville District|Civil|VA|51|Bath|017|380520N|0793941W|38.0890065|-79.661312|||||496|1627|Bath Alum|07/18/2001|02/27/2009
2035274|Rough Mountain Wilderness|Reserve|VA|51|Bath|017|375450N|0794151W|37.9140171|-79.6975468|||||767|2516|Nimrod Hall|02/20/2004|
2498646|Bath County High School|School|VA|51|Bath|017|380202N|0794741W|38.0338249|-79.7947874|||||787|2582|Warm Springs|02/09/2009|09/15/2010
2629043|Warm Springs Census Designated Place|Census|VA|51|Bath|017|380254N|0794656W|38.0483969|-79.7821989|||||732|2402|Warm Springs|06/01/2010|
2675588|Singleton Airport|Airport|VA|51|Bath|017|381239N|0794246W|38.210851|-79.7128243|||||626|2054|Burnsville|04/13/2011|
